name,lat,lon
Tribuna T5,49.2026,16.4451
Tribuna,49.2036,16.4595
Tribuna,49.2039,16.4594
Tribuna T1,49.2075,16.4541
Pastýřka,49.7461,16.6645
Rozhledna Krásenský vrch,50.1016,12.7864
Rozhledna Sněžník,50.793,14.1085
Vartovna,49.27,17.9388
Unnamed POI,50.0284,15.1801
Unnamed POI,50.0798,12.36
Rozhledna Vinice,50.0777,14.7304
rozhledna Kraví hora,48.7309,14.7199
Rozhledna na Kotli,49.7118,13.5958
Rozhledna Mokrá-Horákov,49.2231,16.755
rozhledna Svákov,49.2664,14.6948
Rozhledna Kopaninka,49.4611,16.8784
Kaple Nejsvětější Trojice,49.9156,18.2691
Veselská rozhledna,49.6431,17.8093
Klucanina rozhledna,49.3467,16.4405
Rozhledna Hořidla,50.5408,14.2681
Rozhledna U Zámečku,50.5168,14.0582
rozhledna,49.2007,17.3857
Pepř,49.8871,14.4832
Rozhledna Jeřabina,50.6128,13.521
Vyhlídková věž kostela,49.3952,15.593
Rozhledna Velký Roudný,49.8912,17.5226
Rozhledna U Marešů,49.7788,16.1064
Špulka,49.7935,14.8258
Pozorovatelna Durch,49.1467,18.0791
Rozhledna Hradišť,50.3956,14.7068
Staroměstská mostecká věž,50.0862,14.4136
Malostranská mostecká věž,50.0873,14.4069
Ruprechtický Špičák,50.6611,16.2814
rozhledna Romanka,50.2538,15.0827
Rozhledna na Šibeníku,50.3629,16.2546
rozhledna Krudum,50.1375,12.7292
Unnamed POI,50.0513,14.3894
Unnamed POI,50.0496,14.395
Rozhledna Velký Lopeník,48.9167,17.7826
Rozhledna U Cyrila Bureše,49.1339,18.0384
Rozhledna Maruška,49.3659,17.8284
Strážný vrch,49.7862,16.5828
Střekovská vyhlídka,50.6525,14.0604
rozhledna Bučina,50.256,13.0044
Rozhledna Dalibor,48.8702,16.7497
vyhlídka na Harrachov,50.7623,15.4308
Unnamed POI,50.5185,13.6075
Toulovcova rozhledna,49.8145,16.1634
rozhledna Tanečníce;rozhledna Tanečnice,50.9661,14.32
Drtinova rozhledna,49.7645,14.3764
Boží vyhlídka,50.4054,12.9325
rozhledna Hradiště - Závist,49.9623,14.408
Rozhledna,50.3014,16.3977
Rozhledna Slatina,49.8032,17.9843
Křivoš,49.373,16.3715
Unnamed POI,49.5398,15.36
Svatobor - rozhledna,49.2355,13.4875
Vyhlídková věž kostela sv. Jiljí,49.0513,15.8088
Unnamed POI,50.2296,12.8783
rozhledna Salaš,49.1428,17.3522
Zuberský kopec,49.7815,15.8018
Langova rozhledna,49.5591,14.2379
Dalimilova rozhledna,50.1952,16.9806
Unnamed POI,50.6926,15.7764
Unnamed POI,49.7441,13.3871
Rozhledna Dobrá Voda,48.7724,14.0326
Unnamed POI,50.0118,14.4046
Korunka,49.9159,14.298
Unnamed POI,49.5447,15.3825
Unnamed POI,50.1548,14.3874
rozhledna Landek,49.8677,18.2728
Podhledna Svinná,49.8941,16.3889
Unnamed POI,49.6438,17.2017
Unnamed POI,50.3223,14.9975
rozhledna Vochlice,50.1524,13.3169
gloriet Klobouk,49.4083,12.9934
Rozhledna Na Kopečku,49.9163,15.5558
Rozhledna Šiška,50.079,14.3569
Spešovská rozhledna,49.4012,16.6091
Rozhledna Dymník,50.941,14.5251
Unnamed POI,50.0006,16.2008
Ploučnická vyhlídka,50.737,14.3084
Rozhledna Ježník,50.097,17.631
vyhlídka Na Cihelně,49.6908,13.1202
Unnamed POI,49.5891,13.0731
Rozhledna Vysoká,49.9426,15.1896
Výhledna Bořanovice,50.1789,14.4686
Barborka,49.9636,15.6367
Rosička,49.5385,15.8426
Rozhledna Liberecká výšina,50.7782,15.0917
Čebínka,49.3199,16.4847
Přístřešek s ochozem Zamčiska,49.6111,18.7373
Ptačí pozorovatelna Girov,49.606,18.737
Rozhledna Březinka,49.6258,12.812
Unnamed POI,50.0476,14.391
Rozhledna Floriánka,49.0378,17.3264
Rozhledna Lhotka,49.996,14.1074
Unnamed POI,50.0996,14.4401
Rozhledna Zlobice,49.3221,16.5184
Horní les,49.5908,16.341
Súsedská,49.0264,17.1919
